order_id,note_date,investigated_by,root_cause,resolution_status
65475724044e5b94d968124fa141af0c,2018-02-12,Jessica,Carrier delay - regional logistics disruption,unresolved
e86c9bfc5e5cce878c7d0c2419927cd7,2018-03-19,Angela,Weather-related transit delay,resolved
569d43a54c364df5b367ab33e96eacf0,2017-11-19,Mark,Warehouse stock discrepancy at seller,unresolved
32733fc014b67ef70fa6039dd8c6ba82,2017-09-22,April,Weather-related transit delay,resolved
72aae4d8091260674fd5abd94479abc3,2018-04-15,Angela,Warehouse stock discrepancy at seller,escalated_to_seller
e6dadbb941fc1ddd84fc8d2ef19b71c1,2018-02-21,Kristen,Address/zip code issue caused redelivery,escalated_to_seller
395522d74b4f19e9d229bacaab803c99,2018-05-28,Daniel,Warehouse stock discrepancy at seller,resolved
a7ccc4df2d363b2ba9037d1ef834a250,2018-03-08,Ann,Address/zip code issue caused redelivery,resolved
2372e039a79fcd32009462cf86c2616f,2017-08-27,John,Seller shipped late (missed shipping_limit_date),resolved
b062c88d0db22ff6a4e37c2df0f85333,2018-03-20,Joshua,Weather-related transit delay,resolved
0fb0e71d92a103ce203e4b32be458d9b,2018-08-21,Kelsey,No root cause identified - isolated incident,unresolved
21953f0f5d8d20ed590fcb9683be8b6d,2018-04-03,William,Address/zip code issue caused redelivery,unresolved
a5b17618d38c5f58f124097a79a2a230,2018-02-16,Anna,Weather-related transit delay,resolved
b72857c2670acb43d3080e4c84aa5a96,2017-04-23,Kathleen,Seller shipped late (missed shipping_limit_date),resolved
5ac4eee743a86a4f0d1b7ee150d1bb34,2017-12-10,Rita,Warehouse stock discrepancy at seller,escalated_to_seller
bd54f9327a96271651655fe63b50ec1c,2017-12-13,Scott,Warehouse stock discrepancy at seller,resolved
a5d11ae16578088b0fcd76de30368bdb,2018-03-21,Cheyenne,Seller shipped late (missed shipping_limit_date),escalated_to_seller
8d6342c5d498f0042ad00193ce3038c8,2017-10-14,William,Warehouse stock discrepancy at seller,resolved
146f79f564602aa6bf9ecbd760651c7f,2017-04-30,William,Carrier delay - regional logistics disruption,resolved
6954f8261ff8147d4f4570c7d65990bd,2018-02-02,Heather,Address/zip code issue caused redelivery,resolved
b287d35d6e864f28c166376e6c02c9a1,2018-01-23,Shaun,Warehouse stock discrepancy at seller,resolved
cbc956fc2a27bbc8dc18bd3a27ce7127,2018-03-30,Amanda,Seller shipped late (missed shipping_limit_date),escalated_to_seller
5a90bdab22ab69f4095415dd55451b66,2017-02-27,Timothy,Address/zip code issue caused redelivery,unresolved
a4a05d9529999a7a1bfc497a2cb1221a,2018-07-17,Shelly,Seller shipped late (missed shipping_limit_date),resolved
758480e19da5e5b47ceb7318a5ca77fe,2018-08-23,Holly,No root cause identified - isolated incident,escalated_to_seller
294bc47f2c556ebbec32a74c4811efd5,2018-03-08,Nancy,Seller shipped late (missed shipping_limit_date),resolved
e6cdacd5274dbf478d422d7144e0e9b5,2017-10-19,Sheri,Weather-related transit delay,resolved
ff3024474be86400847879103757d1fd,2017-11-30,Jordan,Carrier delay - regional logistics disruption,resolved
68c76c01adcebe5c1bd51c0aa817bb76,2018-08-30,Anita,Seller shipped late (missed shipping_limit_date),resolved
fecda210da4a36546b91948ee43af90d,2018-04-15,Sherry,No root cause identified - isolated incident,resolved
f5af86a3bea41e5daef5c06e7a02ad2e,2018-08-06,Mary,Carrier delay - regional logistics disruption,unresolved
ceb533871105f7cda81fafc19e1ee38e,2017-11-05,Derrick,Warehouse stock discrepancy at seller,unresolved
1aeb7327979c2a19b8f80b9df367d99f,2017-12-13,David,Warehouse stock discrepancy at seller,unresolved
f9f15e02ed74cf8a21b8266a55498942,2017-11-01,Scott,Seller shipped late (missed shipping_limit_date),resolved
25f18499b3e850741c120ec6c11fb49a,2018-03-09,Charles,Carrier delay - regional logistics disruption,resolved
34cea4a1fdf5fefdf4d48d7dafe53911,2017-11-06,John,Carrier delay - regional logistics disruption,escalated_to_seller
47aa1d8d4f3edcd905a4ec406c3b5ab8,2018-04-07,Charles,Seller shipped late (missed shipping_limit_date),resolved
e53516f14e3cc830f4afa84315707e9a,2018-02-23,Elizabeth,No root cause identified - isolated incident,resolved
34688497162fbb53b24e10738f912fa4,2018-08-19,Kristen,Warehouse stock discrepancy at seller,unresolved
a91fed0c79559403d648c1161a2d8500,2017-11-10,Penny,Seller shipped late (missed shipping_limit_date),escalated_to_seller
88bf5b4aa46a6a1db2d81f68b8983a42,2018-03-17,Eric,Warehouse stock discrepancy at seller,unresolved
f6ed6898419c893a57cd88e7dbbdb2c7,2018-03-24,Jennifer,Warehouse stock discrepancy at seller,escalated_to_seller
a27f3aab93e8f43407c0fe4296f475c1,2018-04-30,Donna,Seller shipped late (missed shipping_limit_date),unresolved
0691511b757c6190f85d5c20481ddae1,2018-07-31,Douglas,Carrier delay - regional logistics disruption,resolved
f095f540bdb49344ad5fc17cc494e88e,2017-10-11,Nicole,Carrier delay - regional logistics disruption,escalated_to_seller
425f411da928aab32cbb846990839737,2018-02-08,Tammy,Carrier delay - regional logistics disruption,escalated_to_seller
6854558dc4979ad704ccd9ff6a90e628,2017-04-12,Jeffrey,Weather-related transit delay,escalated_to_seller
c6d53b50b9624bf6575b96607dd5b109,2018-05-27,Stephanie,Weather-related transit delay,escalated_to_seller
61722dfb39136f50e4e0d9d150176532,2018-02-05,Raymond,Seller shipped late (missed shipping_limit_date),resolved
f530e66c74816309f2bf8eb5a619b3ab,2017-07-17,Tony,Seller shipped late (missed shipping_limit_date),resolved
3a8d1da60e589d438a1517f54f3e5f9e,2018-01-22,Veronica,Address/zip code issue caused redelivery,resolved
c0739e18e44f89c88bfbb497c5f11f52,2018-02-24,Marissa,Address/zip code issue caused redelivery,unresolved
c539e0e8403e4e2f09aec95e073a9f85,2017-10-06,Evan,Weather-related transit delay,unresolved
6bc3888289830fea0d2ed7c54501fbea,2017-04-21,Ryan,Address/zip code issue caused redelivery,resolved
28c0015f84c9d8b6a4e58b0414ab80ab,2018-07-18,Zachary,Warehouse stock discrepancy at seller,resolved
f16cbac8a72057c2daba4b64662100ba,2018-08-11,Matthew,Address/zip code issue caused redelivery,resolved
d00fc126358622ba5ae0ba1a334b3bc5,2017-10-28,James,Seller shipped late (missed shipping_limit_date),resolved
8a795486f112df15565463862960aa40,2018-05-31,Lucas,Customs/regional holiday delay,resolved
06c1184eaca6e3877347f38cfe926100,2017-12-22,Jennifer,Seller shipped late (missed shipping_limit_date),escalated_to_seller
5f4c7549b7a52062dbf797ca9344bd54,2018-01-06,Andrew,Weather-related transit delay,unresolved
e11ced871fd97da835073a98ebacbf23,2018-04-16,Angela,Customs/regional holiday delay,unresolved
5f5a937b8e63ac95df2db115354de971,2017-12-28,Scott,No root cause identified - isolated incident,resolved
4af895c94fe197a1da73b4aa9e727831,2017-10-03,Andrew,Weather-related transit delay,resolved
0c047dd1c8c2fcc61365b5787d59fd6c,2017-10-11,Martin,Address/zip code issue caused redelivery,resolved
190557ff9eb3797082b5279359cf7bef,2017-12-24,Claire,Warehouse stock discrepancy at seller,unresolved
44d2850802286aba47ac68220a075bb3,2018-03-06,William,Warehouse stock discrepancy at seller,resolved
79ac95840d74737ded29fca0a680ed65,2018-04-07,Caleb,Carrier delay - regional logistics disruption,resolved
21446a89bd1b60e7daab9013a9b1f6de,2018-03-08,Traci,Carrier delay - regional logistics disruption,unresolved
4e4aa299535ead6fe63a779d539c493d,2018-07-27,Kristina,Address/zip code issue caused redelivery,resolved
0097f0545a302aafa32782f1734ff71c,2018-03-10,Teresa,Carrier delay - regional logistics disruption,resolved
4a0d049ee6c82b3348a21bb211c0a44d,2017-06-16,Daniel,Weather-related transit delay,resolved
c38db22a86ae94a2a5a9dd2d5700f6cb,2018-05-16,Joseph,Weather-related transit delay,resolved
eb6ab30cb30bdde1094fc3b0ee26a2d9,2018-05-23,Benjamin,No root cause identified - isolated incident,unresolved
466b52b6a096e514ee88ebaf70d5d2f3,2017-09-01,Kimberly,Seller shipped late (missed shipping_limit_date),unresolved
4cad7da3634c4f5d4bb0c35b4c056f73,2018-05-15,Joseph,No root cause identified - isolated incident,escalated_to_seller
72a055afec5322997eace70e9f743482,2018-03-04,David,Seller shipped late (missed shipping_limit_date),resolved
a2b4be96b53022618030c17ed437604d,2018-08-02,Robert,Carrier delay - regional logistics disruption,resolved
30e0a586733725ef792f50d33720b961,2017-03-08,Rhonda,No root cause identified - isolated incident,resolved
787ae1110521f3a8bc19a7ac93b8c914,2018-04-05,Lori,Weather-related transit delay,resolved
4d28c569c6b1c56550cd20e1240d51cb,2018-06-09,Jonathan,Carrier delay - regional logistics disruption,resolved
73cafc0c127f9cee457b39b5c0e3fc16,2017-12-03,Edward,No root cause identified - isolated incident,resolved
fc83eb7b2a806cd7c4ed7abaa9af49e7,2018-08-22,Samantha,Address/zip code issue caused redelivery,resolved
aac88c8074f903c76fc8616b924ab3e4,2018-08-20,Ashley,Address/zip code issue caused redelivery,resolved
15db3ee82b2592326fd5390713cf56eb,2018-08-23,Jackie,Address/zip code issue caused redelivery,resolved
f7220418cd6c36ddfba778a8433e98fa,2018-05-24,Christopher,Weather-related transit delay,resolved
2429083883078c31cf2337ce0dd425ee,2017-07-21,Brian,No root cause identified - isolated incident,unresolved
a9957adf297a6be5e8625b3e93329c6d,2017-03-27,Haley,Customs/regional holiday delay,resolved
3cba655faae78feacf27f20900c776e0,2017-09-30,Ronald,Weather-related transit delay,resolved
9f484bd34c118fb45ac92da12aa484bc,2018-03-09,Charles,Carrier delay - regional logistics disruption,escalated_to_seller
6283d2cb264f76928dffd1faf0f5ff33,2017-12-17,Shawna,No root cause identified - isolated incident,resolved
2b40e7763ce2a2fbeb3e63dd4a498702,2018-02-09,Cynthia,Customs/regional holiday delay,resolved
f976bd9178b8f3927dbf9f4b5f9e7f16,2018-03-26,Laurie,Warehouse stock discrepancy at seller,resolved
fa79d81a2b6991398dfaa1bc61b586f3,2018-08-10,Christopher,Warehouse stock discrepancy at seller,resolved
8ff1992743a7f3a6daffc9ec9db05cbc,2017-06-15,Melissa,Customs/regional holiday delay,resolved
483561c1a64813ba6588d1fab2f90f61,2017-07-12,Carl,Seller shipped late (missed shipping_limit_date),resolved
296e1020c48c85d07b3fb22436e3e65b,2017-10-22,Michelle,Carrier delay - regional logistics disruption,resolved
53354e0184a8a43cd9f722bc2af844cb,2018-03-19,Shawn,Carrier delay - regional logistics disruption,escalated_to_seller
1126e8ce51fcc395870c8fabcf7de709,2018-08-11,Matthew,Customs/regional holiday delay,unresolved
564db6e83379512127bc60da803b4a36,2017-12-10,Angela,No root cause identified - isolated incident,unresolved
fcbb6af360b31b05460c2c8e524588c0,2017-12-14,Sara,Warehouse stock discrepancy at seller,resolved
a04fb6341ec58dddcf7ecaa4c6322f55,2017-10-24,Joseph,No root cause identified - isolated incident,resolved
10d68bf5b2b29ed413ad7b19c7c601de,2018-09-01,David,Customs/regional holiday delay,resolved
377ce1ed905bc4755cc1204e3712fe21,2018-04-08,Alison,Weather-related transit delay,resolved
3b3c727f2f017c3efa05f74a729727d0,2018-04-05,John,No root cause identified - isolated incident,unresolved
b34e632947c7a44b7afd9eaee92f7dbb,2017-08-14,Daniel,Weather-related transit delay,resolved
6f7ea3cb9fdeb4cb0d48e1933d792a56,2018-03-16,Evan,Carrier delay - regional logistics disruption,escalated_to_seller
a7a9af59fd37637073e26e33f78d015f,2018-08-31,Brent,Weather-related transit delay,resolved
d1c6fa11a0fb958619647d438f9e4849,2018-07-17,James,Weather-related transit delay,resolved
a31edef7b507f33a0ed568753097dff0,2018-02-28,Larry,Seller shipped late (missed shipping_limit_date),resolved
3580fbd460098a41fb19ad93e010e638,2018-03-11,Kevin,Customs/regional holiday delay,unresolved
70f90f55c4238d2d8b77e1e2b8ee8416,2018-03-22,Katherine,Seller shipped late (missed shipping_limit_date),escalated_to_seller
f89d1880421bd1f3c80d406a826903a0,2018-09-13,Kelly,Seller shipped late (missed shipping_limit_date),escalated_to_seller
09db1ec04535cf2bba4a73954a252e41,2018-03-15,Vincent,Warehouse stock discrepancy at seller,unresolved
97e8d3eb8f48e3610beed991e5f32296,2017-12-09,Gregory,Weather-related transit delay,resolved
a0f2f8b0523207a13f02225bc812ed23,2018-08-16,Michael,Warehouse stock discrepancy at seller,resolved
d34f01a9355c71adcc41fbc504e8609f,2018-02-10,Andrew,Seller shipped late (missed shipping_limit_date),escalated_to_seller
ccd4eb95e68cb64e666ddcb84f8dfb1e,2018-03-27,John,Weather-related transit delay,resolved
d054a3b4ad29e6dfbf833d1be8ac3779,2017-07-13,Alexis,Customs/regional holiday delay,escalated_to_seller
9de3ed40082af7692bf48b0a9126b5f9,2017-12-09,Jessica,Warehouse stock discrepancy at seller,resolved
9fe00e9962846aa199d29a3c3d086afd,2018-05-26,Andrea,Address/zip code issue caused redelivery,escalated_to_seller
6f04a69509e62866b1837e6a4f22c47f,2017-07-07,Jaime,Weather-related transit delay,resolved
c2546b80d080e344c3698d9d75bd439f,2018-05-10,Thomas,Seller shipped late (missed shipping_limit_date),resolved
4605d0821fe434dafe3776fd89aab59b,2018-02-14,Sarah,No root cause identified - isolated incident,unresolved
c0501d3db0e3b05744f4aa2c83338a43,2018-02-22,Daniel,Weather-related transit delay,resolved
5ee65ec4982eb4667be9fba3b90fa184,2017-07-12,Lori,Weather-related transit delay,resolved
fdb8b7471e58dbe1a73f0218723b58e9,2018-08-26,Ryan,Warehouse stock discrepancy at seller,resolved
302e35ab075da160f3f02ba14e56d918,2018-03-09,Troy,Seller shipped late (missed shipping_limit_date),resolved
83abd54a97c64e537933fcfe2fe1c666,2018-01-30,Mary,Address/zip code issue caused redelivery,resolved
83d0857ac987879b479b12fda691870d,2017-12-15,Phillip,Weather-related transit delay,resolved
c6b9d214855dbd27b6a58f9738425f62,2017-12-09,William,Customs/regional holiday delay,resolved
31b2fdf38a3bfdf9a67d997242c65ed8,2018-02-21,Gwendolyn,No root cause identified - isolated incident,resolved
a396a3ced410ba6d02ebb907e5c34530,2017-12-15,Toni,Customs/regional holiday delay,resolved
4ecf494be87ee7b768460fcbcd0389c8,2018-01-31,Matthew,Carrier delay - regional logistics disruption,resolved
89d168052a4a2101c7fde7f4e82c3ef8,2017-07-05,Marisa,Seller shipped late (missed shipping_limit_date),escalated_to_seller
60968a386889fb91ca9c02b4f2eaa9bc,2018-08-24,Jasmine,Carrier delay - regional logistics disruption,resolved
dbcf37e35ce87b02f0707de96a6b99db,2017-03-16,Cynthia,No root cause identified - isolated incident,escalated_to_seller
e3667abef962f425cb19e50231a2456f,2018-03-01,Richard,Warehouse stock discrepancy at seller,resolved
8835bc08d0bba62b3f65c7903126fa49,2018-08-25,Michael,Carrier delay - regional logistics disruption,resolved
8cb5fe50fcb1a1155fa2f27857895eaf,2017-12-27,Brian,Warehouse stock discrepancy at seller,escalated_to_seller
b9e186a6d042725eb24122a767ea7063,2018-03-25,David,Weather-related transit delay,resolved
2701d162dabcb83a27f19ae30e8fea47,2017-03-30,Chad,Weather-related transit delay,unresolved
249ff875b152ea3c750e1d42cfee893a,2018-06-09,Joyce,Weather-related transit delay,escalated_to_seller
bf1884f9aca840a9b8738d4bef0945b0,2018-08-14,Jonathan,Weather-related transit delay,unresolved
b6bc67fe4d4fbc4307eafa56be5e4fdd,2017-12-23,Frank,Weather-related transit delay,resolved
d6bf93d827293f0b9a1582be0719a1e3,2017-10-15,Christopher,Carrier delay - regional logistics disruption,escalated_to_seller
2aa928af8787409a83b25d8dd89be295,2017-12-29,Maureen,Address/zip code issue caused redelivery,resolved
710f0ad82f53b85ba2348698d18c89db,2017-12-16,Monica,Weather-related transit delay,resolved
35df2a75e8f319d4fe179f529613d23d,2018-08-25,Ellen,Seller shipped late (missed shipping_limit_date),escalated_to_seller
855ae4582654ba4a199f982c721df826,2018-02-19,Julian,Seller shipped late (missed shipping_limit_date),resolved
707977c86502593ef9aa22201fbcbde5,2018-03-09,John,Customs/regional holiday delay,escalated_to_seller
5e42950b6aa90d698e75af4e41641386,2017-05-16,Kelly,Warehouse stock discrepancy at seller,escalated_to_seller
b9230771a7ecccb578891ecdf1879527,2017-12-15,Stephen,Weather-related transit delay,resolved
28c9cde35b3af2a32c1371a199bf7ce5,2018-06-10,Eric,Address/zip code issue caused redelivery,resolved
848ab881c02107858764faed825d804b,2018-04-06,Sean,No root cause identified - isolated incident,escalated_to_seller
b576609c7e4498a76216cb240c177328,2018-09-03,Jose,Carrier delay - regional logistics disruption,resolved
6f8f0e3ba6fb99d979b8db8728b6a385,2017-07-21,Suzanne,Seller shipped late (missed shipping_limit_date),resolved
6ffcafc5934324a01c7758dde8a28513,2018-04-22,Teresa,Warehouse stock discrepancy at seller,resolved
ef8ab3e652b44dfe541199dc0b9f5d09,2018-03-06,Amy,No root cause identified - isolated incident,unresolved
fd04fa4105ee8045f6a0139ca5b49f27,2017-05-01,John,Warehouse stock discrepancy at seller,resolved
dc5ba59adf78a3c3f5707f5bc83ca234,2018-03-11,Tammy,Warehouse stock discrepancy at seller,resolved
04626f2c41e6a49d4c2102a7d410797a,2017-12-22,Kyle,No root cause identified - isolated incident,resolved
727f1697a6e0fd3018c8ad97fb33be71,2017-12-04,Michael,Address/zip code issue caused redelivery,escalated_to_seller
3c12bc6e3b1b88c14e55b9c38fddecf6,2017-12-17,Aaron,Seller shipped late (missed shipping_limit_date),resolved
c6a9052634caae576f272ecf2e3a9b1e,2018-03-21,Patrick,Warehouse stock discrepancy at seller,resolved
ca29aec188eb04a764fce98c6f69232c,2017-12-22,Thomas,Address/zip code issue caused redelivery,resolved
e88f99d9e433a6a8968b38b7dd55b080,2018-02-01,Wesley,Address/zip code issue caused redelivery,escalated_to_seller
e5f19a5270a65dd6e5deb65c0b16d719,2018-03-20,James,Carrier delay - regional logistics disruption,resolved
d30c22b84ba5239f2ae0fc078be7611c,2018-07-30,William,Customs/regional holiday delay,escalated_to_seller
6029993caca02acb59d23ffc0f88604c,2018-03-29,Adam,Weather-related transit delay,resolved
87fdbf51d1ca05cd443a8cbc44c1f5ee,2017-11-15,Joseph,Address/zip code issue caused redelivery,resolved
1950d777989f6a877539f53795b4c3c3,2018-03-03,Christopher,Address/zip code issue caused redelivery,escalated_to_seller
80aa51679b1fef5a66ee92a688e44fa3,2017-12-12,Reginald,Seller shipped late (missed shipping_limit_date),escalated_to_seller
9a14984b8e92e2c06592b0de08ae9fb3,2018-03-22,Bobby,Seller shipped late (missed shipping_limit_date),resolved
896fbd78a9ef3839b34b893f48f6bc67,2018-05-21,Andrew,No root cause identified - isolated incident,resolved
c982c1af10010b2f227a2ceb69a994fa,2018-03-16,Kevin,Seller shipped late (missed shipping_limit_date),escalated_to_seller
46eb75885eca03736c4188871c0a9ba3,2018-02-23,Jesse,Warehouse stock discrepancy at seller,resolved
23beb6d4a25c4ec53f57dab654990dab,2017-12-30,Brenda,Address/zip code issue caused redelivery,escalated_to_seller
418dd833928c4570f94442ef4c76e55e,2018-06-03,Allison,Address/zip code issue caused redelivery,unresolved
c47e4de55f6735f7ddc4c6026769d569,2018-03-25,Karen,Seller shipped late (missed shipping_limit_date),escalated_to_seller
4266ef14bd1c34c83c3c54ff7ad2f215,2017-12-31,Diane,No root cause identified - isolated incident,resolved
5b90b7cd9f630bcd19a1c11018344276,2018-03-11,Jennifer,Weather-related transit delay,escalated_to_seller
0a245a02fe848f9fe7d36aba3f785d78,2018-06-03,Natasha,Customs/regional holiday delay,resolved
3d7843619ba9dab89ba9aa58cfa11e31,2017-04-24,Perry,Carrier delay - regional logistics disruption,resolved
51192863a004d47d0e4f5bf5384bf88f,2018-03-01,Mark,Seller shipped late (missed shipping_limit_date),resolved
1d50a1ce4cf6a22155891f66fb4117b0,2017-12-09,Traci,Customs/regional holiday delay,escalated_to_seller
b779a9b1774b12944ab77d39b831f151,2018-09-06,Edward,Warehouse stock discrepancy at seller,resolved
40969a63dab14f62173be9affecb17d4,2017-11-23,Jennifer,Seller shipped late (missed shipping_limit_date),resolved
8f28ec50f5b8025bd728c535fbd7eacd,2017-05-13,Dawn,Carrier delay - regional logistics disruption,resolved
15044169648e6a6e9b1ffe21405b6391,2017-12-22,Bradley,Address/zip code issue caused redelivery,resolved
3784bc92c8ff0ca207ed55629e5df7e9,2018-07-26,Mary,No root cause identified - isolated incident,resolved
ff5b7f440481674b38554434638beebf,2018-09-09,Patricia,Warehouse stock discrepancy at seller,resolved
c9d89b0c3d42591ac04fa956aef8fd14,2018-05-26,Courtney,Seller shipped late (missed shipping_limit_date),resolved
2e429ae793d0065e4efbe7040c5e3203,2018-06-04,Jessica,Address/zip code issue caused redelivery,resolved
ba20c230064f86c3a1c764fe3cf7ce8a,2017-12-28,Lisa,Carrier delay - regional logistics disruption,unresolved
4cfc21861f949b1bb4f23340193a2138,2018-05-13,Donald,No root cause identified - isolated incident,resolved
92de9d50e681619c103a7634c2f8bdaf,2018-08-23,Alexandra,No root cause identified - isolated incident,escalated_to_seller
d74791c08aaa52d2224fb2486e311413,2018-05-29,William,No root cause identified - isolated incident,resolved
aa9113495d5498b01ea4a235c64f2849,2017-09-22,Mary,Customs/regional holiday delay,unresolved
bfdfa2b4742c41cf4853fd72cf7c9815,2017-09-28,Linda,Warehouse stock discrepancy at seller,unresolved
b4d46147f1aaa1a984aa0ab1cd7b2e4c,2017-12-05,Margaret,Weather-related transit delay,unresolved
e3e1b813f658feb4bc2c345bc2d399f5,2017-06-17,Brandy,No root cause identified - isolated incident,resolved
557e7ed9b11b0dd74545009ef0c7a74c,2018-08-16,Patricia,Customs/regional holiday delay,resolved
89ddf23f8fe73ace16b54d219a527277,2018-02-14,Felicia,Carrier delay - regional logistics disruption,escalated_to_seller
525c4dbcaecd35a5fac2e4053589df08,2018-03-23,Heather,Warehouse stock discrepancy at seller,resolved
853fdd4f5504e5f2c286e302f0047f4f,2018-05-13,Jerry,Customs/regional holiday delay,resolved
cd1c59db504eaebe7f53d4cb13b5dc1a,2017-11-30,Anthony,Customs/regional holiday delay,escalated_to_seller
298b961b82fd30c53433ae821ba75aa9,2018-08-01,Dean,Carrier delay - regional logistics disruption,escalated_to_seller
670e3b20191d3198a76069c8f9b12355,2017-02-22,Michael,Seller shipped late (missed shipping_limit_date),escalated_to_seller
41c291a561e0257e25d6a75037e5a6a1,2017-12-06,Daniel,Customs/regional holiday delay,resolved
fc7ff0e22c4d9fc5789816ee0131296b,2018-06-02,Mary,Warehouse stock discrepancy at seller,resolved
58b198357d2b68044f885a370a585ff3,2017-04-25,Angelica,No root cause identified - isolated incident,resolved
2690c84e60cbc597c732d126472db7cc,2018-02-17,Courtney,Weather-related transit delay,unresolved
70337534367fb81be994632264ee8f9e,2018-03-18,Connie,Weather-related transit delay,resolved
484e9a27d27ffe9d45ed4469cb357475,2018-03-21,Erin,Address/zip code issue caused redelivery,escalated_to_seller
4a71c671955d20b872ceb6758387a3e5,2017-12-16,Tracy,Weather-related transit delay,resolved
9eac94dce77597b831e8c0dfc584bc8b,2018-01-28,Aaron,Weather-related transit delay,resolved
4a2d2e4b9b76f135b1e266f10d8de0ac,2018-03-01,Lauren,Weather-related transit delay,resolved
e73eb0a2c088eec6c479d66ac0d910f0,2018-03-01,Kaitlin,Warehouse stock discrepancy at seller,resolved
591d010258be8e3bc48d82503022a507,2018-06-06,Wesley,No root cause identified - isolated incident,resolved
34fa15662de2057126fbb0b0f1c1120f,2017-12-18,Amanda,Customs/regional holiday delay,escalated_to_seller
2c3a5e5f5bc3ae78ed5748461e62d47d,2018-01-31,Donna,Carrier delay - regional logistics disruption,resolved
f30e9b83b1b7557b48c20dc8cf2e383f,2017-07-25,Carl,Weather-related transit delay,resolved
525e11b26fdb7f41471d289897d0f6da,2017-04-19,Jillian,Carrier delay - regional logistics disruption,resolved
aac634f35cf463dc4251abaa15e604e7,2018-04-12,Johnny,Customs/regional holiday delay,unresolved
cc1ddc7d7f30076a8cf87d86eecd6606,2018-03-31,Charles,No root cause identified - isolated incident,resolved
5bca61e411c4fcce08327a8efc371911,2018-06-27,Joseph,Customs/regional holiday delay,resolved
0d694d4d413750922e42f63577896916,2017-12-12,Jessica,Address/zip code issue caused redelivery,unresolved
869997fbe01f39d184956b5c6bccfdbe,2018-10-02,Jamie,No root cause identified - isolated incident,resolved
f3b71bda51bcde2c100176e4932c4492,2018-07-08,Jodi,Address/zip code issue caused redelivery,escalated_to_seller
2b36fe8c73edb9af80b2d3e73b46122a,2018-03-14,Theresa,Address/zip code issue caused redelivery,unresolved
6c1d10d32b895709c06d162678e6bac6,2018-05-26,Troy,No root cause identified - isolated incident,unresolved
99aa87bbe1515eb7af7c662a11e95436,2017-11-29,Patrick,Seller shipped late (missed shipping_limit_date),escalated_to_seller
53ee943d0767c9dc3922938b2550ab26,2017-09-18,Timothy,Address/zip code issue caused redelivery,resolved
9bb19b2b2a14bfd567fa37c747c6dc96,2017-11-03,Gabriela,Weather-related transit delay,resolved
b87ca4e0ff52f4243bebeb16504f48e5,2017-04-28,Katie,Warehouse stock discrepancy at seller,resolved
1620c790cd0d6a55f4f5c3922764c96a,2018-03-12,Christina,Customs/regional holiday delay,unresolved
bd414233109bf4490d08e418ca8b3226,2018-02-16,Dawn,Warehouse stock discrepancy at seller,unresolved
1ca88ffec09fd363aa4aa1cb994c851d,2018-03-16,Chris,Customs/regional holiday delay,resolved
6c636e8cee90bf0aac0ec71c90f873e3,2017-09-21,Dylan,Carrier delay - regional logistics disruption,resolved
d2ce7421730f81ac57551e623ed3522d,2017-05-06,Jonathan,No root cause identified - isolated incident,escalated_to_seller
69fd1a4dd8b96b9ab0dc82b95be21efd,2018-08-24,Julia,No root cause identified - isolated incident,resolved
77e8385bf150ad151fe3fac0f5acfe8d,2018-04-14,Kevin,Warehouse stock discrepancy at seller,unresolved
4e0158c628911a5f52cfbc38242c0d08,2018-02-19,Ashley,Warehouse stock discrepancy at seller,resolved
8c23f60e51f9e3aec7d9e0c07fa3d8f1,2018-03-29,Alexander,Weather-related transit delay,unresolved
12a1bc73d4736fdb9a60a8c58d9628b7,2017-09-07,Bruce,Seller shipped late (missed shipping_limit_date),resolved
31e20f393d978aab31a2c05963f156a3,2018-05-13,Joseph,Customs/regional holiday delay,resolved
f9d90a312f7c442297e418dbf9564475,2017-10-25,Emily,Weather-related transit delay,resolved
96bb1f97b225fb91cdfced5bbae3166e,2018-08-09,Heather,Customs/regional holiday delay,resolved
f562fcbc87b8916bfaad4dc4a8db933c,2017-08-31,Emma,Carrier delay - regional logistics disruption,resolved
4d9974c8797599512e8216eeb315817d,2018-01-19,Kelly,No root cause identified - isolated incident,resolved
4317fe882d992cda2fb3d51baeb2751c,2017-10-29,Zachary,Weather-related transit delay,resolved
0005a1a1728c9d785b8e2b08b904576c,2018-04-02,Steven,Seller shipped late (missed shipping_limit_date),escalated_to_seller
f01954cab76ef5d938d291d2f1d201e5,2017-04-20,Steven,Address/zip code issue caused redelivery,resolved
847a065b23a7d02398792f10f38a9b12,2018-04-21,David,Warehouse stock discrepancy at seller,unresolved
327eb42fa668b532239f44713415a37a,2018-03-29,Patricia,Customs/regional holiday delay,unresolved
66e4a36ff490014773971a6ee0b6a0e4,2017-07-11,James,Carrier delay - regional logistics disruption,resolved
8757dc05fefc469b988804e017319c10,2018-05-24,Tiffany,Warehouse stock discrepancy at seller,escalated_to_seller
1d41e51a91eda6adf4505b3c15cf6068,2017-12-26,Sharon,Carrier delay - regional logistics disruption,resolved
71145a0b672202052255b5463b5ae691,2018-05-31,Andre,Warehouse stock discrepancy at seller,unresolved
d1b4fc9a8c1207433519a8ec52e2d03f,2018-05-17,Stephen,Customs/regional holiday delay,escalated_to_seller
c24b8b41e6857d59a27f2b150bb669d9,2018-04-05,Lori,Carrier delay - regional logistics disruption,resolved
